,gender,ocp_cd,age,kp_txn_amt,cc_txn_amt
4095,2,9.0,3,89800,39100.0
4096,2,9.0,4,657800,124200.0
4097,2,3.0,5,7200,500.0
4098,1,9.0,3,1133400,0.0
4099,2,3.0,3,708900,32200.0
4100,1,3.0,4,1173000,135400.0
4101,2,9.0,4,12100,3000.0
4102,2,9.0,3,2033100,35500.0
4103,2,3.0,4,1014600,5300.0
4104,2,9.0,3,183600,14300.0
4105,2,3.0,4,439500,2500.0
4106,1,3.0,3,689400,10000.0
4107,2,3.0,5,1764000,308200.0
4108,1,3.0,3,1069600,9500.0
4109,2,3.0,3,425800,28200.0
4110,2,3.0,3,339300,28900.0
4111,2,3.0,4,1393600,17100.0
4112,1,9.0,5,615600,6300.0
4113,1,3.0,3,529200,11500.0
4114,2,9.0,3,185500,46200.0
4115,2,9.0,4,293000,13700.0
4116,1,3.0,2,57100,0.0
4117,2,9.0,3,164600,0.0
4118,2,3.0,4,185000,0.0
4119,2,9.0,4,1000,2000.0
4120,2,9.0,4,1170000,5000.0
4121,1,3.0,4,838700,33600.0
4122,2,3.0,3,145000,0.0
4123,1,9.0,5,16000,0.0
4124,1,9.0,4,208800,46000.0
4125,2,3.0,4,190300,25700.0
4126,1,3.0,2,88200,0.0
4127,1,3.0,4,105200,0.0
4128,2,3.0,5,99200,2000.0
4129,1,9.0,4,711900,19400.0
4130,1,9.0,6,2722600,79000.0
4131,1,9.0,3,3784500,92800.0
4132,1,4.0,5,499400,0.0
4133,1,3.0,5,200600,600.0
4134,2,9.0,3,1257500,9000.0
4135,2,3.0,4,52700,22500.0
4136,2,9.0,5,489400,22400.0
4137,2,9.0,4,717600,91500.0
4138,2,3.0,3,928400,69700.0
4139,1,9.0,4,264700,13000.0
4140,1,9.0,4,683900,45900.0
4141,2,9.0,4,359100,11300.0
4142,1,9.0,3,2188500,300.0
4143,2,9.0,4,4851000,26500.0
4144,1,9.0,3,211800,13500.0
4145,2,9.0,3,176800,0.0
4146,2,9.0,3,679500,10000.0
4147,1,3.0,5,110200,1300.0
4148,2,9.0,4,366800,0.0
4149,1,9.0,2,622800,45000.0
4150,1,3.0,4,1083000,26200.0
4151,1,9.0,3,695600,27100.0
4152,2,3.0,3,527200,29900.0
4153,1,9.0,2,416600,18200.0
4154,1,3.0,3,132000,8600.0
4155,2,9.0,2,6780800,28800.0
4156,1,9.0,3,80600,1000.0
4157,2,4.0,3,355500,15400.0
4158,1,9.0,3,1425800,1100.0
4159,2,12.0,4,24600,0.0
4160,2,3.0,3,11982100,165400.0
4161,2,9.0,4,157600,0.0
4162,1,3.0,4,784900,60700.0
4163,2,1.0,6,69100,13100.0
4164,2,3.0,3,641200,28400.0
4165,1,9.0,5,445900,79000.0
4166,1,3.0,4,5772800,21900.0
4167,1,3.0,3,104600,20200.0
4168,1,3.0,3,348100,27100.0
4169,1,9.0,3,218800,29000.0
4170,1,3.0,3,467400,93400.0
4171,2,3.0,3,813300,57100.0
4172,1,9.0,3,20300,4000.0
4173,1,9.0,4,324500,9400.0
4174,1,4.0,3,23963400,1611900.0
4175,1,9.0,3,6300,2000.0
4176,2,9.0,4,275000,9500.0
4177,1,3.0,3,204100,0.0
4178,1,9.0,3,661200,2200.0
4179,2,9.0,4,47700,7000.0
4180,2,9.0,3,6100,1000.0
4181,2,3.0,3,764000,105500.0
4182,2,3.0,3,4003500,73000.0
4183,2,3.0,3,524800,36800.0
4184,1,3.0,4,1565000,61900.0
4185,2,9.0,4,600,0.0
4186,2,4.0,4,20362000,4033500.0
4187,2,9.0,3,624000,11000.0
4188,1,3.0,5,2865700,30800.0
4189,1,9.0,3,2081700,0.0
4190,2,3.0,4,592200,12100.0
4191,1,9.0,4,899800,7000.0
4192,1,9.0,4,385400,0.0
4193,1,9.0,3,1585700,220200.0
4194,1,3.0,4,239900,18000.0
4195,1,9.0,3,222400,6100.0
4196,2,3.0,5,1531800,0.0
4197,2,9.0,5,1265600,112500.0
4198,1,9.0,3,103500,0.0
4199,1,9.0,3,7000,2500.0
4200,2,3.0,4,352800,0.0
4201,2,3.0,4,5842400,28500.0
4202,1,3.0,3,614600,84000.0
4203,1,7.0,5,318900,14800.0
4204,1,9.0,3,47800,0.0
4205,2,9.0,5,11000,10000.0
4206,2,1.0,3,311800,13900.0
4207,1,9.0,4,44400,6500.0
4208,2,3.0,4,162700,34400.0
4209,2,3.0,3,384800,0.0
4210,1,3.0,4,8473400,93400.0
4211,1,9.0,3,108200,1500.0
4212,1,3.0,5,1886100,33100.0
4213,2,3.0,3,17600,0.0
4214,1,9.0,3,125700,0.0
4215,1,13.0,3,380300,600.0
4216,1,3.0,5,82500,5000.0
4217,2,9.0,3,9600,0.0
4218,2,3.0,3,189200,0.0
4219,2,9.0,5,251800,6000.0
4220,2,3.0,3,87700,15200.0
4221,1,3.0,4,130700,21300.0
4222,2,9.0,3,285700,9100.0
4223,1,3.0,4,336800,0.0
4224,1,9.0,3,618700,28800.0
4225,1,9.0,3,17200,0.0
4226,2,4.0,3,94400,7400.0
4227,2,9.0,4,55200,0.0
4228,2,3.0,4,5102100,29600.0
4229,1,9.0,3,6978600,205000.0
4230,1,3.0,3,165600,7200.0
4231,2,9.0,3,31300,0.0
4232,2,9.0,3,156100,25300.0
4233,1,9.0,5,936700,4200.0
4234,2,9.0,4,533500,42500.0
4235,2,9.0,3,91900,7400.0
4236,2,3.0,3,13562400,0.0
4237,2,3.0,4,371700,7300.0
4238,2,3.0,4,513700,12800.0
4239,2,3.0,3,66000,5300.0
4240,2,9.0,3,43200,2700.0
4241,1,9.0,3,1532500,134400.0
4242,1,3.0,5,2010700,237300.0
4243,2,3.0,4,1329800,223000.0
4244,1,9.0,4,48800,1000.0
4245,2,9.0,4,585900,58000.0
4246,1,9.0,4,145600,300.0
4247,2,3.0,4,503900,33000.0
4248,2,3.0,6,2248800,95200.0
4249,2,9.0,3,56600,3200.0
4250,1,9.0,5,273600,12000.0
4251,2,3.0,4,7086300,109000.0
4252,2,4.0,5,960300,351700.0
4253,2,2.0,3,428300,212300.0
4254,1,3.0,3,572100,65600.0
4255,1,3.0,4,136600,0.0
4256,1,9.0,3,132400,47700.0
4257,2,9.0,4,608800,14300.0
4258,2,3.0,5,924600,56500.0
4259,1,3.0,5,231200,0.0
4260,1,3.0,4,15000,0.0
4261,1,3.0,5,228500,48100.0
4262,1,4.0,4,4514400,105200.0
4263,1,3.0,4,1827000,24500.0
4264,1,9.0,4,67200,0.0
4265,1,9.0,3,440800,23000.0
4266,2,9.0,3,122700,7700.0
4267,2,3.0,3,1793200,0.0
4268,2,9.0,3,269200,0.0
4269,2,3.0,4,302800,0.0
4270,1,9.0,3,235800,29500.0
4271,1,9.0,4,898200,0.0
4272,1,3.0,5,10500,0.0
4273,1,9.0,4,1103500,98700.0
4274,2,9.0,3,671000,0.0
4275,2,9.0,4,449200,2500.0
4276,2,3.0,5,158700,21000.0
4277,2,3.0,3,329500,12800.0
4278,2,9.0,3,660300,17400.0
4279,2,9.0,4,765000,120300.0
4280,2,3.0,3,290600,23300.0
4281,1,9.0,4,2633000,21500.0
4282,2,9.0,4,49900,0.0
4283,1,3.0,3,953200,61000.0
4284,2,9.0,3,2799000,0.0
4285,2,9.0,3,195000,41200.0
4286,2,3.0,3,146400,20500.0
4287,2,9.0,4,36600,3500.0
4288,2,4.0,3,730000,2600.0
4289,1,3.0,3,539200,39500.0
4290,1,9.0,4,1794200,11600.0
4291,2,9.0,4,5372600,244800.0
4292,2,3.0,2,24000,8000.0
4293,2,3.0,4,1120700,21800.0
4294,2,3.0,5,1306400,5200.0
4295,2,9.0,4,715200,56400.0
4296,1,9.0,4,30800,10800.0
4297,2,3.0,3,334700,40900.0
4298,2,3.0,4,2000,0.0
4299,1,9.0,4,202000,11800.0
4300,2,9.0,4,1042200,41800.0
4301,2,9.0,5,429600,8700.0
4302,2,9.0,3,75300,1400.0
4303,2,3.0,4,443800,54100.0
4304,2,9.0,4,594400,77700.0
4305,1,9.0,6,808200,10000.0
4306,1,3.0,4,444300,0.0
4307,1,3.0,5,6841800,0.0
4308,1,9.0,4,2531800,0.0
4309,2,9.0,3,303400,61100.0
4310,1,3.0,6,720100,0.0
4311,2,13.0,4,695600,7000.0
4312,2,9.0,4,1882600,28300.0
4313,2,9.0,5,3990000,399400.0
4314,2,3.0,4,247200,0.0
4315,2,9.0,4,2838900,13800.0
4316,1,9.0,4,99100,3400.0
4317,1,9.0,4,34000,3000.0
4318,1,9.0,3,518500,21900.0
4319,2,3.0,4,722700,0.0
4320,1,9.0,4,186600,13000.0
4321,2,9.0,3,150900,39100.0
4322,2,3.0,4,156000,300.0
4323,2,3.0,5,449300,45400.0
4324,2,3.0,3,274800,20500.0
4325,2,9.0,3,554400,0.0
4326,1,9.0,4,63600,5700.0
4327,2,9.0,3,353000,0.0
4328,2,3.0,3,1516400,26300.0
4329,1,3.0,4,2088800,62200.0
4330,1,9.0,3,239600,17700.0
4331,2,9.0,5,552500,55100.0
4332,1,3.0,4,17200,0.0
4333,1,9.0,3,440100,2000.0
4334,1,9.0,4,638700,2200.0
4335,2,9.0,4,27000,0.0
4336,2,3.0,4,2820000,29900.0
4337,2,9.0,4,1331200,52200.0
4338,2,3.0,4,10700,0.0
4339,2,3.0,4,1462800,93800.0
4340,2,3.0,3,114900,0.0
4341,2,3.0,3,2627000,62600.0
4342,2,9.0,4,103800,0.0
4343,1,9.0,3,204500,30700.0
4344,1,9.0,3,237000,0.0
4345,2,1.0,3,142000,0.0
4346,1,9.0,3,59200,8500.0
4347,2,3.0,3,114900,0.0
4348,2,9.0,3,2714800,36200.0
4349,1,9.0,6,112600,7000.0
4350,1,3.0,4,11300,2500.0
4351,1,3.0,4,1021800,9600.0
4352,2,9.0,4,366600,8000.0
4353,2,1.0,3,164400,0.0
4354,1,4.0,5,19933800,0.0
4355,2,9.0,4,913400,23300.0
4356,1,3.0,4,2085200,65700.0
4357,2,9.0,3,1527700,14500.0
4358,1,3.0,4,465800,0.0
4359,1,9.0,3,677000,26100.0
4360,2,3.0,3,86900,2900.0
4361,1,9.0,4,1325000,37800.0
4362,2,9.0,3,541200,18500.0
4363,2,9.0,4,258600,3200.0
4364,2,3.0,3,241500,7500.0
4365,1,9.0,3,1028000,77900.0
4366,2,9.0,4,1219200,900.0
4367,1,9.0,4,1166800,57900.0
4368,2,9.0,4,1387500,17700.0
4369,2,3.0,3,575300,47300.0
4370,1,9.0,5,804700,18300.0
4371,1,9.0,3,74800,0.0
4372,1,13.0,3,253700,0.0
4373,2,3.0,4,165500,40600.0
4374,2,5.0,5,186200,11900.0
4375,1,3.0,3,428500,10900.0
4376,2,3.0,3,379700,41500.0
4377,1,3.0,2,9328700,323600.0
4378,1,9.0,3,786200,6000.0
4379,2,9.0,3,294200,0.0
4380,2,3.0,3,2403700,129700.0
4381,1,9.0,4,333900,12900.0
4382,1,9.0,6,64900,35000.0
4383,1,3.0,3,602000,9300.0
4384,2,9.0,4,177100,35100.0
4385,2,3.0,2,59800,14200.0
4386,2,1.0,4,225600,5000.0
4387,1,9.0,4,25500,0.0
4388,2,3.0,4,685300,27700.0
4389,1,9.0,3,138800,14000.0
4390,2,3.0,5,242700,4000.0
4391,1,9.0,4,1034400,12300.0
4392,1,9.0,3,310600,46300.0
4393,1,3.0,3,2595300,59200.0
4394,2,3.0,3,1735500,8300.0
4395,2,9.0,4,130100,1400.0
4396,2,3.0,4,1139800,57300.0
4397,2,3.0,4,863700,47700.0
4398,1,9.0,4,190000,27500.0
4399,1,3.0,4,2150700,25000.0
4400,2,3.0,3,128400,0.0
4401,2,3.0,3,37200,0.0
4402,2,3.0,3,508500,0.0
4403,2,9.0,3,148300,11800.0
4404,1,3.0,3,191100,10100.0
4405,1,3.0,4,842600,19500.0
4406,2,3.0,3,2255900,38800.0
4407,1,3.0,4,333400,22200.0
4408,1,9.0,4,251000,0.0
4409,2,3.0,4,1179400,211600.0
4410,2,9.0,3,370100,63700.0
4411,2,3.0,4,1806700,52700.0
4412,2,3.0,5,620800,43500.0
4413,1,3.0,4,287200,14600.0
4414,1,9.0,3,72600,2000.0
4415,1,3.0,4,400,9400.0
4416,2,3.0,3,173600,0.0
4417,2,9.0,4,661800,0.0
4418,1,3.0,3,467400,10400.0
4419,1,3.0,4,113000,0.0
4420,2,3.0,3,422200,8400.0
4421,1,3.0,3,11847000,24600.0
4422,2,9.0,3,98100,0.0
4423,2,3.0,6,137000,3300.0
4424,2,3.0,3,23600,8000.0
4425,1,3.0,4,137100,5000.0
4426,1,3.0,3,1731600,65600.0
4427,2,3.0,3,1020800,31600.0
4428,1,3.0,4,512500,28000.0
4429,2,3.0,3,6100,6000.0
4430,1,9.0,4,429400,6800.0
4431,1,9.0,5,65700,5600.0
4432,1,9.0,5,744900,9700.0
4433,1,9.0,3,299300,200.0
4434,1,13.0,4,455700,8700.0
4435,2,9.0,3,2520500,5000.0
4436,1,3.0,4,679400,56400.0
4437,1,3.0,3,1317500,25000.0
4438,1,3.0,3,2559100,22600.0
4439,1,7.0,5,2481400,7300.0
4440,2,9.0,4,1539400,0.0
4441,1,3.0,3,2942200,49400.0
4442,1,3.0,5,1298900,36600.0
4443,1,3.0,4,1153800,4100.0
4444,2,9.0,3,230400,37800.0
4445,1,9.0,5,25200,4700.0
4446,2,3.0,3,98600,19600.0
4447,2,7.0,6,158000,0.0
4448,2,9.0,3,277800,9200.0
4449,1,9.0,3,118500,26800.0
4450,1,3.0,3,157600,11000.0
4451,1,9.0,4,276400,0.0
4452,1,3.0,5,1455800,158500.0
4453,2,3.0,4,121500,4000.0
4454,1,9.0,3,33400,0.0
4455,2,9.0,3,170400,7000.0
4456,2,3.0,3,95700,0.0
4457,2,9.0,3,76100,0.0
4458,1,9.0,5,141300,10700.0
4459,2,3.0,4,697000,39000.0
4460,2,3.0,3,546600,5500.0
4461,1,3.0,3,1302000,62200.0
4462,2,9.0,3,510600,61100.0
4463,2,3.0,4,187800,0.0
4464,1,9.0,4,670300,6900.0
4465,2,3.0,3,193800,7300.0
4466,1,3.0,3,357500,19700.0
4467,2,1.0,3,140300,76600.0
4468,2,9.0,3,246800,23000.0
4469,1,9.0,4,214800,16600.0
4470,2,9.0,4,515900,0.0
4471,2,9.0,4,941000,31200.0
4472,2,4.0,6,6250400,0.0
4473,2,3.0,4,514200,99100.0
4474,1,9.0,4,332100,0.0
4475,1,3.0,3,12700,4000.0
4476,1,3.0,4,349500,33200.0
4477,2,3.0,3,828100,15400.0
4478,1,3.0,5,2241400,60000.0
4479,2,9.0,3,241800,5500.0
4480,2,9.0,4,332000,8300.0
4481,1,9.0,4,8400,3000.0
4482,1,4.0,4,89354900,711300.0
4483,2,9.0,3,305100,11000.0
4484,1,3.0,3,361400,4500.0
4485,2,3.0,4,544700,27800.0
4486,2,9.0,5,15000,12000.0
4487,1,4.0,4,413100,0.0
4488,1,3.0,4,682200,56400.0
4489,1,13.0,4,575000,58000.0
4490,1,3.0,3,370200,0.0
4491,2,9.0,3,672900,23300.0
4492,1,3.0,5,767800,51900.0
4493,2,9.0,3,438200,57400.0
4494,1,3.0,3,817000,67500.0
4495,2,3.0,4,818600,0.0
4496,2,3.0,3,545500,0.0
4497,2,9.0,3,128000,0.0
4498,1,3.0,3,26500,6000.0
4499,1,1.0,3,419400,58700.0
4500,1,4.0,5,488500,0.0
4501,1,9.0,3,133000,5000.0
4502,1,9.0,5,3640300,101800.0
4503,2,3.0,3,579400,0.0
4504,2,9.0,3,771600,26900.0
4505,2,3.0,3,467400,46300.0
4506,2,9.0,4,29600,0.0
4507,1,3.0,5,14357400,294100.0
4508,1,3.0,4,733000,14000.0
4509,2,9.0,3,43700,0.0
4510,1,9.0,3,27500,1000.0
4511,2,9.0,3,1896200,120000.0
4512,1,3.0,3,37000,0.0
4513,2,9.0,5,210700,17100.0
4514,1,3.0,4,1287500,110400.0
4515,2,9.0,3,22600,9800.0
4516,1,3.0,4,799600,0.0
4517,2,3.0,4,484800,51300.0
4518,2,9.0,3,383400,0.0
4519,2,3.0,3,321000,18500.0
4520,1,9.0,3,150300,13600.0
4521,2,9.0,4,716000,16000.0
4522,2,9.0,3,12600,0.0
4523,1,9.0,3,282000,19800.0
4524,2,3.0,4,1638500,47500.0
4525,2,9.0,4,859400,121400.0
4526,2,9.0,4,186000,15000.0
4527,2,4.0,3,16061000,243600.0
4528,1,4.0,4,274800,17000.0
4529,1,9.0,5,1225600,144600.0
4530,2,3.0,5,576100,97500.0
4531,2,9.0,3,704600,0.0
4532,1,3.0,5,40000,0.0
4533,1,3.0,6,172800,1700.0
4534,1,4.0,5,18477500,453000.0
4535,1,3.0,3,1902700,38600.0
4536,2,3.0,5,374200,0.0
4537,1,13.0,6,3087300,114400.0
4538,2,9.0,3,87400,0.0
4539,1,3.0,5,359100,67600.0
4540,2,9.0,4,696500,34600.0
4541,1,3.0,3,272100,0.0
4542,2,3.0,3,232100,5400.0
4543,1,9.0,4,192600,0.0
4544,2,9.0,4,671200,54700.0
4545,1,3.0,3,4767500,15400.0
4546,2,3.0,3,202500,10000.0
4547,2,3.0,3,358000,65000.0
4548,2,3.0,4,113300,400.0
4549,2,3.0,4,82400,25600.0
4550,2,9.0,3,2400,0.0
4551,1,9.0,5,175200,0.0
4552,1,3.0,4,176900,25900.0
4553,1,3.0,4,420800,11000.0
4554,1,3.0,3,1739800,21300.0
4555,2,9.0,3,721600,32000.0
4556,2,9.0,4,597300,7000.0
4557,2,3.0,5,24700,0.0
4558,2,9.0,3,39200,10000.0
4559,1,9.0,4,492300,0.0
4560,1,9.0,4,204900,0.0
4561,1,3.0,4,553200,0.0
4562,1,3.0,4,829000,0.0
4563,2,3.0,3,346700,134500.0
4564,1,3.0,4,807400,4400.0
4565,1,9.0,5,24800,0.0
4566,2,9.0,3,149500,0.0
4567,2,3.0,2,345900,0.0
4568,2,13.0,3,102100,8000.0
4569,1,3.0,3,782400,47900.0
4570,2,3.0,3,5500,0.0
4571,1,3.0,4,203400,0.0
4572,1,2.0,3,5874500,8200.0
4573,1,3.0,3,1710200,4800.0
4574,2,3.0,3,2952800,18500.0
4575,1,3.0,3,7466500,95300.0
4576,2,3.0,2,305400,0.0
4577,2,9.0,3,216600,0.0
4578,1,9.0,3,158600,31000.0
4579,2,9.0,4,515400,11400.0
4580,1,9.0,4,5447700,4000.0
4581,2,3.0,3,453200,0.0
4582,1,3.0,4,103200,0.0
4583,2,3.0,3,588800,0.0
4584,1,9.0,3,179800,27500.0
4585,2,3.0,3,467900,31800.0
4586,1,7.0,3,227400,0.0
4587,1,9.0,5,25019100,0.0
4588,2,9.0,3,221800,900.0
4589,1,3.0,3,1933100,30100.0
4590,2,3.0,4,499600,0.0
4591,1,9.0,4,5900,0.0
4592,1,9.0,4,382400,4700.0
4593,2,9.0,3,294700,31000.0
4594,1,9.0,4,20000,2000.0
4595,1,2.0,3,6043200,141400.0
4596,2,3.0,5,410200,33700.0
4597,2,9.0,3,238100,41400.0
4598,1,3.0,4,527400,58000.0
4599,1,9.0,3,493500,0.0
4600,1,9.0,3,156400,15000.0
4601,2,9.0,4,612600,17600.0
4602,1,9.0,4,339300,5000.0
4603,2,3.0,4,5226000,1200.0
4604,2,3.0,3,26700,7500.0
4605,1,9.0,4,40600,6900.0
4606,2,3.0,3,3527500,138100.0
4607,1,3.0,3,460300,6000.0
4608,2,9.0,4,845400,43700.0
4609,1,3.0,4,164000,27900.0
4610,1,9.0,6,86000,1000.0
4611,1,9.0,4,1222000,5000.0
4612,1,9.0,3,342000,14900.0
4613,2,3.0,4,293600,11900.0
4614,1,3.0,5,100200,10200.0
4615,1,9.0,3,84600,0.0
4616,1,9.0,4,1061000,27900.0
4617,1,3.0,4,2600,0.0
4618,2,3.0,3,360000,0.0
4619,1,9.0,4,10800,0.0
4620,1,4.0,3,931000,100000.0
4621,2,9.0,5,433400,31200.0
4622,2,3.0,3,985900,19300.0
4623,1,4.0,3,1736900,0.0
4624,1,9.0,4,40100,0.0
4625,2,4.0,4,410700,115800.0
4626,1,9.0,4,35200,6000.0
4627,1,9.0,3,919200,0.0
4628,1,3.0,3,261700,0.0
4629,2,3.0,3,944400,58900.0
4630,2,9.0,4,32200,0.0
4631,1,9.0,4,187200,28000.0
4632,1,3.0,5,344900,12000.0
4633,1,3.0,3,7807200,0.0
4634,2,3.0,4,208000,3700.0
4635,2,9.0,3,468400,35900.0
4636,1,9.0,6,42300,4000.0
4637,2,3.0,4,189200,4700.0
4638,1,9.0,3,13600,15900.0
4639,2,9.0,4,1780300,43400.0
4640,1,9.0,4,774400,16000.0
4641,1,3.0,3,94600,4700.0
4642,2,3.0,4,306000,11000.0
4643,2,3.0,5,11900,0.0
4644,2,3.0,3,119000,2500.0
4645,1,9.0,3,1598000,72700.0
4646,2,3.0,4,1257800,133700.0
4647,2,3.0,3,71200,2500.0
4648,2,9.0,3,214000,21800.0
4649,2,9.0,4,418000,44700.0
4650,2,9.0,3,665700,100.0
4651,2,9.0,3,41500,600.0
4652,2,3.0,3,141500,19900.0
4653,2,9.0,3,92800,3300.0
4654,1,9.0,4,1134700,108700.0
4655,1,9.0,3,501200,81700.0
4656,2,3.0,2,198200,1000.0
4657,2,3.0,4,1017000,0.0
4658,2,9.0,3,999400,46400.0
4659,2,3.0,3,604300,31800.0
4660,2,3.0,3,21100,1200.0
4661,2,9.0,5,111800,19200.0
4662,2,9.0,6,1674200,2000.0
4663,1,9.0,5,864600,18600.0
4664,1,9.0,3,247500,0.0
4665,2,3.0,3,1204300,39100.0
4666,2,3.0,4,931600,0.0
4667,1,9.0,4,29500,3900.0
4668,2,1.0,3,253700,10600.0
4669,1,9.0,3,162600,200.0
4670,1,3.0,5,98200,0.0
4671,1,9.0,4,31800,1800.0
4672,2,3.0,5,1340800,0.0
4673,2,9.0,3,413300,0.0
4674,1,9.0,4,443500,109700.0
4675,2,9.0,4,429300,27000.0
4676,1,9.0,5,423000,20400.0
4677,1,9.0,3,280800,13400.0
4678,1,3.0,4,536100,23000.0
4679,2,9.0,4,256400,0.0
4680,2,3.0,3,135200,7200.0
4681,2,9.0,4,629400,0.0
4682,2,3.0,3,6219900,8200.0
4683,2,9.0,4,238200,0.0
4684,1,3.0,3,542100,14300.0
4685,2,9.0,3,321800,0.0
4686,2,3.0,4,3097100,71600.0
4687,2,3.0,3,7056000,166800.0
4688,2,3.0,6,188500,24200.0
4689,1,3.0,4,1639800,0.0
4690,2,3.0,3,54500,0.0
4691,2,3.0,3,5183500,59900.0
4692,1,3.0,4,146200,0.0
4693,1,9.0,4,265000,0.0
4694,1,9.0,3,723600,0.0
4695,2,9.0,5,1509400,0.0
4696,2,3.0,3,56400,0.0
4697,2,9.0,3,358700,40200.0
4698,2,3.0,4,173400,36300.0
4699,2,9.0,4,372800,13000.0
4700,1,9.0,4,23100,0.0
4701,1,9.0,3,1000,0.0
4702,2,9.0,3,1723200,34600.0
4703,1,9.0,3,356400,32300.0
4704,2,9.0,4,208300,41500.0
4705,1,9.0,3,1143800,31500.0
4706,1,3.0,6,1211600,0.0
4707,2,3.0,4,855600,2600.0
4708,2,3.0,3,3574300,235300.0
4709,2,9.0,4,86400,1400.0
4710,2,9.0,3,3682500,22200.0
4711,2,9.0,5,66400,0.0
4712,1,3.0,3,939600,40600.0
4713,1,3.0,4,1121000,64200.0
4714,1,3.0,3,602500,50000.0
4715,2,3.0,4,1054000,66900.0
4716,2,9.0,3,139300,20600.0
4717,1,3.0,4,1046800,23800.0
4718,2,3.0,3,155200,27300.0
4719,2,9.0,3,330500,0.0
4720,1,3.0,4,598800,5100.0
4721,1,9.0,4,2650400,0.0
4722,2,9.0,4,452000,25700.0
4723,2,2.0,5,253000,0.0
4724,2,4.0,4,4083400,0.0
4725,2,3.0,4,187200,28000.0
4726,2,3.0,3,390000,39700.0
4727,1,9.0,4,61400,3000.0
4728,2,3.0,4,300,0.0
4729,2,3.0,3,163300,0.0
4730,2,9.0,3,257000,9400.0
4731,2,9.0,3,259400,600.0
4732,2,3.0,3,19200,100.0
4733,2,3.0,4,229000,15700.0
4734,2,3.0,3,627400,86700.0
4735,2,3.0,5,5893700,449800.0
4736,2,3.0,3,170000,38000.0
4737,2,3.0,4,2117700,58100.0
4738,1,9.0,4,603200,38000.0
4739,2,3.0,3,128400,0.0
4740,2,9.0,4,2401900,28400.0
4741,1,7.0,5,10437800,118800.0
4742,2,9.0,4,532600,0.0
4743,2,9.0,4,70800,500.0
4744,1,9.0,3,847100,79700.0
4745,2,9.0,3,6589200,15000.0
4746,1,9.0,5,544300,1500.0
4747,1,9.0,4,249000,0.0
4748,2,3.0,4,2277600,72400.0
4749,2,3.0,4,198800,8000.0
4750,2,3.0,4,715400,0.0
4751,1,9.0,6,980000,3600.0
4752,2,9.0,3,262000,47000.0
4753,2,3.0,6,527200,19400.0
4754,1,3.0,6,351000,20900.0
4755,2,9.0,4,615500,20300.0
4756,2,3.0,4,760100,25000.0
4757,2,3.0,3,5319400,23500.0
4758,2,3.0,3,269400,14300.0
4759,1,9.0,4,36500,10000.0
4760,2,9.0,5,71800,2400.0
4761,1,9.0,5,400,0.0
4762,2,9.0,3,3957800,43800.0
4763,2,3.0,5,5083600,9300.0
4764,1,3.0,3,26500,0.0
4765,2,3.0,3,263900,13100.0
4766,2,9.0,3,1146900,5000.0
4767,1,9.0,4,828400,15300.0
4768,1,9.0,4,140700,6400.0
4769,2,9.0,5,864400,36300.0
4770,1,9.0,3,200000,30000.0
4771,2,9.0,3,12200,3900.0
4772,1,4.0,3,1693500,0.0
4773,2,3.0,4,41600,1000.0
4774,1,3.0,5,1883200,33100.0
4775,2,9.0,3,3383500,3200.0
4776,2,3.0,4,302700,14400.0
4777,2,3.0,3,134700,8600.0
4778,2,9.0,3,5066800,20400.0
4779,2,3.0,3,352000,29600.0
4780,2,3.0,3,177600,17000.0
4781,1,3.0,3,21500,0.0
4782,1,3.0,4,27858400,146800.0
4783,2,3.0,3,68200,2100.0
4784,1,9.0,5,506600,15000.0
4785,2,9.0,4,1011900,16500.0
4786,1,3.0,2,62100,11000.0
4787,2,9.0,3,108000,8200.0
4788,1,3.0,4,213800,5000.0
4789,2,9.0,4,2620800,27600.0
4790,1,3.0,3,3992900,14500.0
4791,2,9.0,5,160000,0.0
4792,1,9.0,5,6600,0.0
4793,1,3.0,4,419100,0.0
4794,2,9.0,4,3373100,49000.0
4795,2,9.0,4,4400,100.0
4796,2,9.0,3,40700,2000.0
4797,2,9.0,4,757400,0.0
4798,2,3.0,3,714700,71200.0
4799,2,3.0,3,340900,30000.0
4800,2,9.0,3,3800,0.0
4801,2,3.0,3,460200,30000.0
4802,1,3.0,4,101400,0.0
4803,2,9.0,3,138600,1000.0
4804,2,3.0,3,278600,0.0
4805,2,1.0,4,41400,2000.0
4806,2,3.0,3,4900,0.0
4807,1,3.0,4,735600,93800.0
4808,2,9.0,3,41600,6500.0
4809,2,9.0,5,181900,0.0
4810,1,3.0,3,2155600,150900.0
4811,1,9.0,4,3120000,111200.0
4812,1,3.0,5,3000,11000.0
4813,1,3.0,4,1844600,0.0
4814,2,13.0,4,22500,0.0
4815,1,3.0,3,323400,25100.0
4816,2,3.0,4,2877700,376100.0
4817,1,9.0,3,851900,34500.0
4818,2,3.0,3,336000,42800.0
4819,2,3.0,4,210800,6900.0
4820,2,3.0,3,1280400,5600.0
4821,2,9.0,3,977300,66400.0
4822,1,9.0,4,775300,31000.0
4823,1,3.0,3,177700,10800.0
4824,1,9.0,4,1486000,0.0
4825,2,3.0,3,131000,0.0
4826,1,9.0,3,157600,20900.0
4827,1,3.0,4,1451800,47000.0
4828,2,9.0,5,147500,0.0
4829,2,3.0,4,1227800,23700.0
4830,2,9.0,3,360600,43400.0
